,county,state,population,dc,obs_dr
1126,St. landry parish,LA,80331,0.0,0.0
1127,St. martin parish,LA,43978,0.0,0.0
1128,St. mary parish,LA,58086,0.0,0.0
1129,St. tammany parish,LA,144508,0.0,0.0
1130,Tangipahoa parish,LA,85709,0.0,0.0
1131,Tensas parish,LA,7103,0.0,0.0
1132,Terrebonne parish,LA,96982,0.0,0.0
1133,Union parish,LA,20690,0.0,0.0
1134,Vermilion parish,LA,50055,0.0,0.0
1135,Vernon parish,LA,61961,0.0,0.0
1136,Washington parish,LA,43185,0.0,0.0
1137,Webster parish,LA,41989,0.0,0.0
1138,West baton rouge parish,LA,19419,0.0,0.0
1139,West carroll parish,LA,12093,0.0,0.0
1140,West feliciana parish,LA,12915,0.0,0.0
1141,Winn parish,LA,16269,0.0,0.0
1142,Androscoggin,ME,105259,25.0,2.37509381620574
1143,Aroostook,ME,86936,23.0,2.6456243673506945
1144,Cumberland,ME,243135,61.0,2.5088942357126696
1145,Franklin,ME,29008,7.0,2.413127413127413
1146,Hancock,ME,46948,17.0,3.62102751980915
1147,Kennebec,ME,115904,29.0,2.502070679182772
1148,Knox,ME,36310,12.0,3.3048746901679977
1149,Lincoln,ME,30357,9.0,2.9647198339756895
1150,Oxford,ME,52602,16.0,3.041709440705677
1151,Penobscot,ME,146601,48.0,3.2741932183272966
1152,Piscataquis,ME,18653,3.0,1.6083203774191817
1153,Sagadahoc,ME,33535,6.0,1.7891754882958102
1154,Somerset,ME,49767,16.0,3.214981815259108
1155,Waldo,ME,33018,9.0,2.7257859349445757
1156,Washington,ME,35308,12.0,3.3986631924776254
1157,York,ME,164587,37.0,2.2480511826571963
1158,Allegany,MD,74946,21.0,2.8020174525658477
1159,Anne arundel,MD,427239,0.0,0.0
1160,Baltimore city,MD,736014,0.0,0.0
1161,Baltimore,MD,692134,179.0,2.586204405505292
1162,Calvert,MD,51372,2.0,0.3893171377404034
1163,Caroline,MD,27035,4.0,1.479563528759016
1164,Carroll,MD,123372,19.0,1.5400577116363519
1165,Cecil,MD,71347,18.0,2.5228811302507466
1166,Charles,MD,101154,12.0,1.1863099827985053
1167,Dorchester,MD,30236,2.0,0.6614631565021828
1168,Frederick,MD,150208,32.0,2.130379207498935
1169,Garrett,MD,28138,14.0,4.975478001279408
1170,Harford,MD,182132,31.0,1.7020622405727717
1171,Howard,MD,187328,22.0,1.174410659378203
1172,Kent,MD,17842,4.0,2.2419011321600717
1173,Montgomery,MD,757027,106.0,1.4002142592007947
1174,Prince george's,MD,729268,0.0,0.0
1175,Queen anne's,MD,33953,0.0,0.0
1176,Somerset,MD,23440,6.0,2.5597269624573378
1177,St. mary's,MD,75974,0.0,0.0
1178,Talbot,MD,30549,8.0,2.6187436577302043
1179,Washington,MD,121393,25.0,2.0594268203273667
1180,Wicomico,MD,74339,10.0,1.3451889317854693
1181,Worcester,MD,35028,8.0,2.2838871759735073
1182,Barnstable,MA,186605,59.0,3.1617587953163095
1183,Berkshire,MA,139352,39.0,2.79866812101728
1184,Bristol,MA,506325,109.0,2.1527674912358665
1185,Dukes,MA,11639,1.0,0.8591803419537761
1186,Essex,MA,670080,174.0,2.596704871060172
1187,Franklin,MA,70092,11.0,1.569365976145637
1188,Hampden,MA,456310,119.0,2.6078762244965046
1189,Hampshire,MA,146568,29.0,1.9786037880028382
1190,Middlesex,MA,1398468,336.0,2.402629162769545
1191,Nantucket,MA,6012,1.0,1.6633399866932803
1192,Norfolk,MA,616087,170.0,2.759350546270251
1193,Plymouth,MA,435276,102.0,2.3433407768863894
1194,Suffolk,MA,663906,154.0,2.3196054863188467
1195,Worcester,MA,709705,154.0,2.169915669186493
1196,Alcona,MI,10145,7.0,6.899950714637753
1197,Alger,MI,8972,0.0,0.0
1198,Allegan,MI,90509,14.0,1.5468074998066488
1199,Alpena,MI,30605,4.0,1.3069759843162883
1200,Antrim,MI,18185,8.0,4.399230134726423
1201,Arenac,MI,14931,5.0,3.348737525952716
1202,Baraga,MI,7954,2.0,2.5144581342720644
1203,Barry,MI,50057,7.0,1.3984058173682001
1204,Bay,MI,111723,23.0,2.058662943171952
1205,Benzie,MI,12200,4.0,3.278688524590164
1206,Berrien,MI,161378,36.0,2.230787343999802
1207,Branch,MI,41502,12.0,2.891426919184618
1208,Calhoun,MI,135982,31.0,2.279713491491521
1209,Cass,MI,49477,7.0,1.4147987953998826
1210,Charlevoix,MI,21468,8.0,3.726476616359233
1211,Cheboygan,MI,21398,8.0,3.738667165155622
1212,Chippewa,MI,34604,10.0,2.8898393249335337
1213,Clare,MI,24952,6.0,2.4046168643796086
1214,Clinton,MI,57883,9.0,1.5548606672079885
1215,Crawford,MI,12260,3.0,2.4469820554649266
1216,Delta,MI,37780,10.0,2.6469031233456852
1217,Dickinson,MI,26831,4.0,1.4908128657150312
1218,Eaton,MI,92879,17.0,1.8303383972695657
1219,Emmet,MI,25040,6.0,2.3961661341853038
1220,Genesee,MI,430459,105.0,2.4392567004058456
1221,Gladwin,MI,21896,4.0,1.8268176835951775
1222,Gogebic,MI,18052,3.0,1.6618657212497228
1223,Grand traverse,MI,64273,0.0,0.0
1224,Gratiot,MI,38982,11.0,2.8218151967574783
1225,Hillsdale,MI,43431,10.0,2.3025028205659552
1226,Houghton,MI,35446,16.0,4.513908480505558
1227,Huron,MI,34951,17.0,4.863952390489542
1228,Ingham,MI,281912,30.0,1.0641618661142485
1229,Ionia,MI,57024,14.0,2.455106621773288
1230,Iosco,MI,30209,9.0,2.97924459598133
1231,Iron,MI,13175,6.0,4.5540796963946875
1232,Isabella,MI,54624,8.0,1.4645577035735209
1233,Jackson,MI,149756,30.0,2.0032586340447125
1234,Kalamazoo,MI,223411,48.0,2.148506564135159
1235,Kalkaska,MI,13497,1.0,0.7409053863821591
1236,Kent,MI,500631,84.0,1.677882512269516
1237,Keweenaw,MI,1701,1.0,5.878894767783657
1238,Lake,MI,8583,2.0,2.330187580100198
1239,Lapeer,MI,74768,11.0,1.4712176332120694
1240,Leelanau,MI,16527,3.0,1.8152114721365038
1241,Lenawee,MI,91476,13.0,1.4211377847741484
1242,Livingston,MI,115645,21.0,1.8159021142288903
1243,Luce,MI,5763,5.0,8.676036786395974
1244,Mackinac,MI,10674,4.0,3.7474236462432082
1245,Macomb,MI,717400,156.0,2.1745190967382215
1246,Manistee,MI,21265,12.0,5.643075476134493
1247,Marquette,MI,70887,12.0,1.692835075542765
1248,Mason,MI,25537,9.0,3.524298077299605
1249,Mecosta,MI,37308,7.0,1.8762731853757906
1250,Menominee,MI,24920,10.0,4.012841091492777
1251,Midland,MI,75651,14.0,1.8506034289037818
1252,Missaukee,MI,12147,1.0,0.8232485387338438
1253,Monroe,MI,133600,27.0,2.0209580838323356
1254,Montcalm,MI,53059,7.0,1.3192860777624906
1255,Montmorency,MI,8936,5.0,5.595344673231871
1256,Muskegon,MI,158983,25.0,1.5724951724398204
1257,Newaygo,MI,38202,12.0,3.1411967959792677
1258,Oakland,MI,1083592,234.0,2.159484381575353
1259,Oceana,MI,22454,6.0,2.6721296873608265
1260,Ogemaw,MI,18681,10.0,5.353032492907232
1261,Ontonagon,MI,8854,4.0,4.51773209848656
1262,Osceola,MI,20146,3.0,1.4891293557033654
1263,Oscoda,MI,7842,3.0,3.8255547054322876
1264,Otsego,MI,17957,4.0,2.227543576321212
1265,Ottawa,MI,187768,36.0,1.917259596949427
1266,Presque isle,MI,13743,0.0,0.0
1267,Roscommon,MI,19776,11.0,5.562297734627832
1268,Saginaw,MI,211946,40.0,1.8872731733554773
1269,Sanilac,MI,39928,9.0,2.2540573031456623
1270,Schoolcraft,MI,8302,4.0,4.81811611659841
1271,Shiawassee,MI,69770,16.0,2.2932492475275907
1272,St. clair,MI,145607,0.0,0.0
1273,St. joseph,MI,58913,0.0,0.0
1274,Tuscola,MI,55498,8.0,1.4414933871490867
1275,Van buren,MI,70060,0.0,0.0
1276,Washtenaw,MI,282937,29.0,1.0249631543417792
1277,Wayne,MI,2111687,360.0,1.704798106916413
1278,Wexford,MI,26360,9.0,3.414264036418816
1279,Aitkin,MN,12425,5.0,4.024144869215292
1280,Anoka,MN,243641,32.0,1.3134078418656958
1281,Becker,MN,27881,7.0,2.5106703489831785
1282,Beltrami,MN,34384,13.0,3.780828292228944
1283,Benton,MN,30185,7.0,2.3190326321020374
1284,Big stone,MN,6285,0.0,0.0
1285,Blue earth,MN,54044,0.0,0.0
1286,Brown,MN,26984,8.0,2.9647198339756895
1287,Carlton,MN,29259,5.0,1.7088759014320378
1288,Carver,MN,47915,4.0,0.8348116456224566
1289,Cass,MN,21791,8.0,3.6712404203570284
1290,Chippewa,MN,13228,4.0,3.023888720895071
1291,Chisago,MN,30521,10.0,3.2764326201631664
1292,Clay,MN,50422,20.0,3.966522549680695
1293,Clearwater,MN,8309,4.0,4.814057046576002
1294,Cook,MN,3868,0.0,0.0
1295,Cottonwood,MN,12694,3.0,2.3633212541358124
1296,Crow wing,MN,44249,0.0,0.0
1297,Dakota,MN,275227,34.0,1.2353439161128814
1298,Dodge,MN,15731,2.0,1.2713749920539064
1299,Douglas,MN,28674,10.0,3.4874799469903053
1300,Faribault,MN,16937,5.0,2.9521166676507056
1301,Fillmore,MN,20777,11.0,5.294315830004332
1302,Freeborn,MN,33060,12.0,3.6297640653357526
1303,Goodhue,MN,40690,11.0,2.703366920619317
1304,Grant,MN,6246,2.0,3.202049311559398
1305,Hennepin,MN,1032431,218.0,2.1115212542048813
1306,Houston,MN,18497,9.0,4.865653889819971
1307,Hubbard,MN,14939,6.0,4.0163330878907555
1308,Isanti,MN,25921,3.0,1.1573627560665096
1309,Itasca,MN,40863,21.0,5.139123412377947
1310,Jackson,MN,11677,4.0,3.425537381176672
1311,Kanabec,MN,12802,2.0,1.5622558975160132
1312,Kandiyohi,MN,38761,6.0,1.5479476793684375
1313,Kittson,MN,5767,4.0,6.936015259233571
1314,Koochiching,MN,16299,5.0,3.0676728633658503
1315,Lac qui parle,MN,8924,0.0,0.0
1316,Lake,MN,10415,2.0,1.9203072491598656
1317,Lake of the woods,MN,4076,0.0,0.0
1318,Le sueur,MN,23239,0.0,0.0
1319,Lincoln,MN,6890,2.0,2.902757619738752
1320,Lyon,MN,24789,7.0,2.823833151801202
1321,Mahnomen,MN,5044,1.0,1.9825535289452816
1322,Marshall,MN,10993,5.0,4.548348949331393
1323,Martin,MN,22914,9.0,3.927729772191673
1324,Mcleod,MN,32030,0.0,0.0
1325,Meeker,MN,20846,6.0,2.8782500239854167
1326,Mille lacs,MN,18670,0.0,0.0
1327,Morrison,MN,29604,17.0,5.742467234157546
1328,Mower,MN,37385,11.0,2.942356560117694
1329,Murray,MN,9660,2.0,2.070393374741201
1330,Nicollet,MN,28076,7.0,2.4932326542242484
1331,Nobles,MN,20098,7.0,3.482933625236342
1332,Norman,MN,7975,2.0,2.5078369905956115
1333,Olmsted,MN,106470,15.0,1.4088475626937167
1334,Otter tail,MN,50714,0.0,0.0
1335,Pennington,MN,13306,3.0,2.2546219750488503
1336,Pine,MN,21264,3.0,1.4108352144469525
1337,Pipestone,MN,10491,2.0,1.9063959584405683
1338,Polk,MN,32498,15.0,4.615668656532709
1339,Pope,MN,10745,3.0,2.791996277338297
1340,Ramsey,MN,485765,118.0,2.4291581320185687
1341,Red lake,MN,4525,0.0,0.0
1342,Redwood,MN,17254,4.0,2.318303002202388
1343,Renville,MN,17673,8.0,4.526679115034233
1344,Rice,MN,49183,7.0,1.4232560030904986
1345,Rock,MN,9806,4.0,4.079135223332654
1346,Roseau,MN,15026,4.0,2.662052442433116
1347,Scott,MN,57846,11.0,1.901600802129793
1348,Sherburne,MN,41945,4.0,0.9536297532483015
1349,Sibley,MN,14366,5.0,3.4804399276068496
1350,St. louis,MN,198213,0.0,0.0
1351,Stearns,MN,118791,12.0,1.0101775387024268
1352,Steele,MN,30729,6.0,1.9525529629991214
1353,Stevens,MN,10634,5.0,4.70189956742524
1354,Swift,MN,10724,4.0,3.7299515106303622
1355,Todd,MN,23363,13.0,5.564353892907588
1356,Traverse,MN,4463,3.0,6.721935917544253
1357,Wabasha,MN,19744,7.0,3.545380875202593
1358,Wadena,MN,13154,6.0,4.561350159647255
1359,Waseca,MN,18079,4.0,2.212511753968693
1360,Washington,MN,145896,22.0,1.5079234523222023
1361,Watonwan,MN,11682,6.0,5.136106831022085
1362,Wilkin,MN,7516,4.0,5.32197977647685
1363,Winona,MN,47828,13.0,2.718073095258008
1364,Wright,MN,68710,25.0,3.638480570513753
1365,Yellow medicine,MN,11684,0.0,0.0
1366,Adams,MS,35356,5.0,1.4141871252404117
1367,Alcorn,MS,31722,8.0,2.5219090851774792
1368,Amite,MS,13328,0.0,0.0
1369,Attala,MS,18481,7.0,3.7876738271738537
1370,Benton,MS,8046,0.0,0.0
1371,Bolivar,MS,41875,4.0,0.9552238805970149
1372,Calhoun,MS,14908,3.0,2.012342366514623
1373,Carroll,MS,9237,4.0,4.33041030637653
1374,Chickasaw,MS,18085,0.0,0.0
1375,Choctaw,MS,9071,1.0,1.1024142872891634
1376,Claiborne,MS,11370,2.0,1.7590149516270888
1377,Clarke,MS,17313,1.0,0.5776006469127245
1378,Clay,MS,21120,2.0,0.946969696969697
1379,Coahoma,MS,31665,1.0,0.31580609505763463
1380,Copiah,MS,27592,2.0,0.7248477819657873
1381,Covington,MS,16527,3.0,1.8152114721365038
1382,Desoto,MS,67910,0.0,0.0
1383,Forrest,MS,68314,10.0,1.4638287905846532
1384,Franklin,MS,8377,1.0,1.1937447773665992
1385,George,MS,16673,4.0,2.3990883464283574
1386,Greene,MS,10220,1.0,0.9784735812133073
1387,Grenada,MS,21555,3.0,1.3917884481558802
1388,Hancock,MS,31760,9.0,2.8337531486146097
1389,Harrison,MS,165365,30.0,1.8141686572128322
1390,Hinds,MS,254441,29.0,1.1397534202428068
1391,Holmes,MS,21604,3.0,1.388631734863914
1392,Humphreys,MS,12134,1.0,0.824130542277897
1393,Issaquena,MS,1909,0.0,0.0
1394,Itawamba,MS,20017,5.0,2.4978768047159914
1395,Jackson,MS,115243,16.0,1.388370660257022
1396,Jasper,MS,17114,4.0,2.337267734018932
1397,Jefferson,MS,8653,2.0,2.3113371085172774
1398,Jefferson davis,MS,14051,0.0,0.0
1399,Jones,MS,62031,11.0,1.773306894939627
1400,Kemper,MS,10356,3.0,2.8968713789107765
1401,Lafayette,MS,31826,6.0,1.8852510525985045
1402,Lamar,MS,30424,0.0,0.0
1403,Lauderdale,MS,75555,13.0,1.7206008867712264
1404,Lawrence,MS,12458,2.0,1.6053941242575052
1405,Leake,MS,18436,0.0,0.0
1406,Lee,MS,65581,13.0,1.9822814534697553
1407,Leflore,MS,37341,4.0,1.0712085910929006
1408,Lincoln,MS,30278,5.0,1.6513640266860428
1409,Lowndes,MS,59308,6.0,1.0116679031496594
1410,Madison,MS,53794,5.0,0.9294716882923746
1411,Marion,MS,25544,6.0,2.3488881929220167
1412,Marshall,MS,30361,2.0,0.6587398307038635
1413,Monroe,MS,36582,7.0,1.9135093761959432
1414,Montgomery,MS,12388,6.0,4.8433968356474
1415,Neshoba,MS,24800,8.0,3.2258064516129035
1416,Newton,MS,20291,4.0,1.971317332807649
1417,Noxubee,MS,12604,0.0,0.0
1418,Oktibbeha,MS,38375,3.0,0.781758957654723
1419,Panola,MS,29996,6.0,2.0002667022269636
1420,Pearl river,MS,38714,0.0,0.0
1421,Perry,MS,10865,1.0,0.9203865623561895
1422,Pike,MS,36882,6.0,1.6268098259313484
1423,Pontotoc,MS,22237,2.0,0.8994018977380042
1424,Prentiss,MS,23278,5.0,2.1479508548844404
1425,Quitman,MS,10490,3.0,2.8598665395614873
1426,Rankin,MS,87161,12.0,1.3767625428804167
1427,Scott,MS,24137,3.0,1.2429050834817914
1428,Sharkey,MS,7066,1.0,1.4152278516841212
1429,Simpson,MS,23953,3.0,1.2524527199098234
1430,Smith,MS,14798,2.0,1.3515339910798758
1431,Stone,MS,10750,2.0,1.8604651162790697
1432,Sunflower,MS,32867,1.0,0.30425654912221983
1433,Tallahatchie,MS,15210,1.0,0.6574621959237344
1434,Tate,MS,21432,2.0,0.9331840238895112
1435,Tippah,MS,19523,5.0,2.5610818009527225
1436,Tishomingo,MS,17683,3.0,1.696544703952949
1437,Tunica,MS,8164,2.0,2.449779519843214
1438,Union,MS,22085,6.0,2.716776092370387
1439,Walthall,MS,14352,4.0,2.787068004459309
1440,Warren,MS,47880,8.0,1.6708437761069341
1441,Washington,MS,67935,1.0,0.14719952896150734
1442,Wayne,MS,19517,3.0,1.5371214838346057
1443,Webster,MS,10222,3.0,2.934846409704559
1444,Wilkinson,MS,9678,1.0,1.0332713370531104
1445,Winston,MS,19433,2.0,1.0291771728503063
1446,Yalobusha,MS,12033,3.0,2.4931438544003988
1447,Yazoo,MS,25506,2.0,0.7841292244961969
1448,Adair,MO,24577,4.0,1.6275379419782725
1449,Andrew,MO,14632,4.0,2.733734281027884
1450,Atchison,MO,7457,3.0,4.023065575968888
1451,Audrain,MO,23599,9.0,3.813720920377982
1452,Barry,MO,27547,14.0,5.082223109594511
1453,Barton,MO,11312,4.0,3.5360678925035365
1454,Bates,MO,15025,11.0,7.321131447587355
1455,Benton,MO,13859,2.0,1.443105563171946
1456,Bollinger,MO,10619,1.0,0.9417082587814296
1457,Boone,MO,112379,16.0,1.4237535482607961
1458,Buchanan,MO,83083,22.0,2.6479544551833714
1459,Butler,MO,38765,14.0,3.6115052237843415
1460,Caldwell,MO,8380,2.0,2.3866348448687353
1461,Callaway,MO,32809,9.0,2.7431497454966625
1462,Camden,MO,27495,9.0,3.2733224222585924
1463,Cape girardeau,MO,61633,0.0,0.0
1464,Carroll,MO,10748,4.0,3.7216226274655755
1465,Carter,MO,5515,3.0,5.439709882139619
1466,Cass,MO,63808,8.0,1.2537612838515548
1467,Cedar,MO,12093,1.0,0.8269246671628215
1468,Chariton,MO,9202,2.0,2.1734405564007826
1469,Christian,MO,32644,8.0,2.450680063717682
1470,Clark,MO,7547,4.0,5.300119252683186
1471,Clay,MO,153411,34.0,2.2162687160633854
1472,Clinton,MO,16595,3.0,1.807773425730642
1473,Cole,MO,63579,16.0,2.5165542081504904
1474,Cooper,MO,14835,4.0,2.6963262554769125
1475,Crawford,MO,19173,4.0,2.0862671465081104
1476,Dade,MO,7449,4.0,5.369848301785475
1477,Dallas,MO,12646,4.0,3.1630555116242296
1478,Daviess,MO,7865,2.0,2.542911633820725
1479,Dekalb,MO,9967,0.0,0.0
1480,Dent,MO,13702,3.0,2.1894613924974458
1481,Douglas,MO,11876,2.0,1.6840687100033684
1482,Dunklin,MO,33112,15.0,4.530079729403237
1483,Franklin,MO,80603,20.0,2.48129722218776
1484,Gasconade,MO,14006,13.0,9.281736398686277
1485,Gentry,MO,6848,3.0,4.380841121495327
1486,Greene,MO,207949,47.0,2.2601695608057746
1487,Grundy,MO,10536,3.0,2.8473804100227786
1488,Harrison,MO,8469,2.0,2.361553902467824
1489,Henry,MO,20044,4.0,1.9956096587507486
1490,Hickory,MO,7335,3.0,4.08997955010225
1491,Holt,MO,6034,1.0,1.6572754391779914
1492,Howard,MO,9631,5.0,5.191568892119198
1493,Howell,MO,31447,13.0,4.133939644481191
1494,Iron,MO,10726,3.0,2.796942010068991
1495,Jackson,MO,633232,145.0,2.2898400586199057
1496,Jasper,MO,90465,26.0,2.874039683855635
1497,Jefferson,MO,171380,36.0,2.1005951686311124
1498,Johnson,MO,42514,8.0,1.8817330761631463
1499,Knox,MO,4482,2.0,4.462293618920125
1500,Laclede,MO,27158,3.0,1.1046468812136387
1501,Lafayette,MO,31107,10.0,3.214710515318096
1502,Lawrence,MO,30236,7.0,2.3151210477576396
1503,Lewis,MO,10233,3.0,2.931691586045148
1504,Lincoln,MO,28892,5.0,1.7305828603073516
1505,Linn,MO,13885,8.0,5.761613251710479
1506,Livingston,MO,14592,2.0,1.3706140350877194
1507,Macon,MO,15345,4.0,2.606712284131639
1508,Madison,MO,11127,5.0,4.493574188909859
1509,Maries,MO,7976,5.0,6.268806419257773
1510,Marion,MO,27682,11.0,3.973701322158804
1511,Mcdonald,MO,16938,0.0,0.0
1512,Mercer,MO,3723,0.0,0.0
1513,Miller,MO,20700,7.0,3.3816425120772946
1514,Mississippi,MO,14442,4.0,2.7696994876055947
1515,Moniteau,MO,12298,2.0,1.6262806960481377
1516,Monroe,MO,9104,6.0,6.590509666080844
1517,Montgomery,MO,11355,3.0,2.6420079260237777
1518,Morgan,MO,15574,7.0,4.494670604854244
1519,New madrid,MO,20928,0.0,0.0
1520,Newton,MO,44445,14.0,3.1499606254921813
1521,Nodaway,MO,21709,4.0,1.8425537795384406
1522,Oregon,MO,9470,0.0,0.0
1523,Osage,MO,12018,7.0,5.82459643867532
1524,Ozark,MO,8598,6.0,6.978367062107467
1525,Pemiscot,MO,21921,5.0,2.280917841339355
1526,Perry,MO,16648,4.0,2.4026910139356077
1527,Pettis,MO,35437,9.0,2.5397183734514774
1528,Phelps,MO,35248,10.0,2.8370403994552884
1529,Pike,MO,15969,4.0,2.5048531529839067
1530,Platte,MO,57867,6.0,1.0368603867489243
1531,Polk,MO,21826,4.0,1.8326766242096584
1532,Pulaski,MO,41307,2.0,0.4841794368993149
1533,Putnam,MO,5079,2.0,3.9377830281551494
1534,Ralls,MO,8476,4.0,4.719207173194904
1535,Randolph,MO,24370,10.0,4.1034058268362745
1536,Ray,MO,21971,4.0,1.8205816758454325
1537,Reynolds,MO,6661,3.0,4.503828254015914
1538,Ripley,MO,12303,2.0,1.6256197675363733
1539,Saline,MO,23523,11.0,4.676274284742593
1540,Schuyler,MO,4236,1.0,2.3607176581680833
1541,Scotland,MO,4822,2.0,4.14765657403567
1542,Scott,MO,39376,10.0,2.5396180414465666
1543,Shannon,MO,7613,2.0,2.627085248916327
1544,Shelby,MO,6942,6.0,8.64304235090752
1545,St. charles,MO,212907,0.0,0.0
1546,St. clair,MO,8457,0.0,0.0
1547,St. francois,MO,48904,0.0,0.0
1548,St. louis city,MO,396685,0.0,0.0
1549,St. louis,MO,993529,0.0,0.0
1550,Ste. genevieve,MO,16037,0.0,0.0
1551,Stoddard,MO,28895,10.0,3.460806367883717
1552,Stone,MO,19078,6.0,3.144983750917287
1553,Sullivan,MO,6326,2.0,3.1615554852987673
1554,Taney,MO,25561,13.0,5.085873009663159
1555,Texas,MO,21476,10.0,4.656360588563978
1556,Vernon,MO,19041,7.0,3.6762775064334856
1557,Warren,MO,19534,6.0,3.07156752329272
1558,Washington,MO,20380,4.0,1.9627085377821394
1559,Wayne,MO,11543,1.0,0.8663259118080221
1560,Webster,MO,23753,5.0,2.104997263503557
1561,Worth,MO,2440,2.0,8.19672131147541
1562,Wright,MO,16758,9.0,5.370569280343717
1563,Beaverhead,MT,8424,2.0,2.374169040835708
1564,Big horn,MT,11337,0.0,0.0
1565,Blaine,MT,6728,2.0,2.972651605231867
1566,Broadwater,MT,3318,1.0,3.0138637733574445
1567,Carbon,MT,8080,3.0,3.7128712871287126
1568,Carter,MT,1503,0.0,0.0
1569,Cascade,MT,77691,25.0,3.2178759444465896
1570,Chouteau,MT,5452,2.0,3.668378576669112
1571,Custer,MT,11697,2.0,1.7098401299478498
1572,Daniels,MT,2266,2.0,8.826125330979702
1573,Dawson,MT,9505,2.0,2.1041557075223567
1574,Deer lodge,MT,10278,0.0,0.0
1575,Fallon,MT,3103,1.0,3.222687721559781
1576,Fergus,MT,12083,3.0,2.482827112472068
1577,Flathead,MT,59218,8.0,1.35094059238745
1578,Gallatin,MT,50463,5.0,0.990824960862414
1579,Garfield,MT,1589,0.0,0.0
1580,Glacier,MT,12121,5.0,4.125072188763303
1581,Golden valley,MT,912,0.0,0.0
1582,Granite,MT,2548,2.0,7.849293563579278
1583,Hill,MT,17654,1.0,0.5664438654129376
1584,Jefferson,MT,7939,0.0,0.0
1585,Judith basin,MT,2282,0.0,0.0
1586,Lake,MT,21041,9.0,4.277363243191863
1587,Lewis and clark,MT,47495,0.0,0.0
1588,Liberty,MT,2295,1.0,4.357298474945535
1589,Lincoln,MT,17481,5.0,2.860248269549797
1590,Madison,MT,5989,1.0,1.6697278343629987
1591,Mccone,MT,2276,0.0,0.0
1592,Meagher,MT,1819,1.0,5.497526113249038
1593,Mineral,MT,3315,2.0,6.033182503770739
1594,Missoula,MT,78687,15.0,1.9062869343093523
1595,Musselshell,MT,4106,2.0,4.870920603994155
1596,Park,MT,14562,5.0,3.4335942864991074
1597,Petroleum,MT,519,0.0,0.0
1598,Phillips,MT,5163,2.0,3.8737168312996326
1599,Pondera,MT,6433,2.0,3.10896937665164
1600,Powder river,MT,2090,0.0,0.0
1601,Powell,MT,6620,3.0,4.531722054380665
1602,Prairie,MT,1383,0.0,0.0
1603,Ravalli,MT,25010,3.0,1.1995201919232308
1604,Richland,MT,10716,4.0,3.7327360955580446
1605,Roosevelt,MT,10999,5.0,4.545867806164197
1606,Rosebud,MT,10505,1.0,0.9519276534983341
1607,Sanders,MT,8669,2.0,2.3070711731456917
1608,Sheridan,MT,4732,1.0,2.113271344040575
1609,Silver bow,MT,33941,0.0,0.0
1610,Stillwater,MT,6536,0.0,0.0
1611,Sweet grass,MT,3154,0.0,0.0
1612,Teton,MT,6271,2.0,3.1892840057407112
1613,Toole,MT,5046,0.0,0.0
1614,Treasure,MT,874,0.0,0.0
1615,Valley,MT,8239,0.0,0.0
1616,Wheatland,MT,2246,1.0,4.4523597506678545
1617,Wibaux,MT,1191,1.0,8.39630562552477
1618,Yellowstone,MT,113419,25.0,2.2042162247947874
1619,Yellowstone national park,MT,52,0.0,0.0
1620,Adams,NE,29625,11.0,3.7130801687763717
1621,Antelope,NE,7965,3.0,3.766478342749529
1622,Arthur,NE,462,0.0,0.0
1623,Banner,NE,852,0.0,0.0
1624,Blaine,NE,675,0.0,0.0
1625,Boone,NE,6667,1.0,1.4999250037498126
1626,Box butte,NE,13130,0.0,0.0
1627,Boyd,NE,2835,0.0,0.0
1628,Brown,NE,3657,3.0,8.203445447087777
1629,Buffalo,NE,37447,7.0,1.869308622853633
1630,Burt,NE,7868,2.0,2.5419420437214035
1631,Butler,NE,8601,4.0,4.650622020695268
1632,Cass,NE,21318,3.0,1.4072614691809737
1633,Cedar,NE,10131,8.0,7.896555127825487
1634,Chase,NE,4381,0.0,0.0
1635,Cherry,NE,6307,1.0,1.5855398763278896
1636,Cheyenne,NE,9494,4.0,4.213187276174426
1637,Clay,NE,7123,1.0,1.4039028499227852
1638,Colfax,NE,9139,3.0,3.28263486158223
1639,Cuming,NE,10117,2.0,1.9768706138183256
1640,Custer,NE,12270,5.0,4.074979625101874
1641,Dakota,NE,16742,6.0,3.583801218492414
1642,Dawes,NE,9021,3.0,3.3255736614566014
1643,Dawson,NE,19940,4.0,2.0060180541624875
1644,Deuel,NE,2237,0.0,0.0
1645,Dixon,NE,6143,3.0,4.883607357968419
1646,Dodge,NE,34500,8.0,2.318840579710145
1647,Douglas,NE,416444,94.0,2.2572062510205453
1648,Dundy,NE,2582,1.0,3.872966692486445
1649,Fillmore,NE,7103,5.0,7.039279177812192
1650,Franklin,NE,3938,4.0,10.15744032503809
1651,Frontier,NE,3101,0.0,0.0
1652,Furnas,NE,5553,3.0,5.402485143165856
1653,Gage,NE,22794,5.0,2.193559708695271
1654,Garden,NE,2460,0.0,0.0
1655,Garfield,NE,2141,1.0,4.670714619336759
1656,Gosper,NE,1928,0.0,0.0
1657,Grant,NE,769,0.0,0.0
1658,Greeley,NE,3006,0.0,0.0
1659,Hall,NE,48925,8.0,1.6351558507920287
1660,Hamilton,NE,8862,1.0,1.128413450688332
1661,Harlan,NE,3810,0.0,0.0
1662,Hayes,NE,1222,0.0,0.0
1663,Hitchcock,NE,3750,0.0,0.0
